type_arrow,layout,type_label,type_color,model,prompt_strategy,mean_mae,mean_similarity
directed,spiral,label,random_color,gpt-4o-2024-08-06,cot,1.55,0.9190929027113238
directed,spiral,label,random_color,gpt-4o-2024-08-06,zeroshot,1.35,0.9149059325607313
directed,spiral,label,random_color,pixtral-12b,cot,1.4444444444444444,0.9042617878337693
directed,spiral,label,random_color,pixtral-12b,zeroshot,1.55,0.900646277741866
directed,spiral,label,random_color,llama-3.2-90b-vision-instruct,cot,2.3333333333333335,0.8630536130536131
directed,spiral,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,1.3,0.9153134674922601
directed,spiral,label,constant_color,claude-3.5-sonnet,cot,1.2,0.9331852855177158
directed,spiral,label,constant_color,claude-3.5-sonnet,zeroshot,1.65,0.9069286635706915
directed,spiral,label,constant_color,qwen-2-vl-72b-instruct,cot,2.5,0.8676993307689903
directed,spiral,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.45,0.9218079400819338
directed,spiral,label,constant_color,gemini-pro-1.5,cot,1.65,0.9080033696094068
directed,spiral,label,constant_color,gemini-pro-1.5,zeroshot,1.5,0.9162091459833979
directed,spiral,label,constant_color,gpt-4o-2024-08-06,cot,1.55,0.9208784673358977
directed,spiral,label,constant_color,gpt-4o-2024-08-06,zeroshot,1.55,0.9197816438377583
directed,spiral,label,constant_color,pixtral-12b,cot,2.388888888888889,0.8736940830735981
directed,spiral,label,constant_color,pixtral-12b,zeroshot,2.6,0.8570289544047285
directed,spiral,label,constant_color,llama-3.2-90b-vision-instruct,cot,2.1875,0.8685241540794947
directed,spiral,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.111111111111111,0.8819215938191687
directed,random,unlabel,random_color,claude-3.5-sonnet,cot,0.65,0.9630832903336772
directed,random,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.55,0.9682539989680082
directed,random,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.2,0.8646198334259481
directed,random,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,1.75,0.8925423546611627
directed,random,unlabel,random_color,gemini-pro-1.5,cot,0.8,0.9551446442274616
directed,random,unlabel,random_color,gemini-pro-1.5,zeroshot,0.9,0.9432001997830172
directed,random,unlabel,random_color,gpt-4o-2024-08-06,cot,2.85,0.8367636474292821
directed,random,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,2.4,0.8585235075811702
directed,random,unlabel,random_color,pixtral-12b,cot,2.1666666666666665,0.87192695791767
directed,random,unlabel,random_color,pixtral-12b,zeroshot,1.75,0.8819293945648434
directed,random,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,4.785714285714286,0.6628433357148528
directed,random,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.75,0.7447110423116614
directed,random,unlabel,constant_color,claude-3.5-sonnet,cot,2.1,0.8803567713750781
directed,random,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.7,0.8974518187761895
directed,random,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,2.7,0.8310957635042303
directed,random,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.9,0.8262136636564555
directed,random,unlabel,constant_color,gemini-pro-1.5,cot,1.5,0.9139762906810962
directed,random,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.55,0.9116078696284646
directed,random,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.0,0.869625817228792
directed,random,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.4,0.8463558371453109
directed,random,unlabel,constant_color,pixtral-12b,cot,3.35,0.7868024687618509
directed,random,unlabel,constant_color,pixtral-12b,zeroshot,2.1,0.8697241809169725
directed,random,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,3.1,0.8304006977004688
directed,random,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,3.0,0.8262626262626263
directed,random,label,random_color,claude-3.5-sonnet,cot,1.05,0.9440661210769907
directed,random,label,random_color,claude-3.5-sonnet,zeroshot,1.1,0.935635777266212
directed,random,label,random_color,qwen-2-vl-72b-instruct,cot,2.25,0.8711144441307486
directed,random,label,random_color,qwen-2-vl-72b-instruct,zeroshot,2.5,0.847913406038406
directed,random,label,random_color,gemini-pro-1.5,cot,0.75,0.9567502666415708
directed,random,label,random_color,gemini-pro-1.5,zeroshot,0.85,0.947754793515663
directed,random,label,random_color,gpt-4o-2024-08-06,cot,1.9,0.9009428795841838
directed,random,label,random_color,gpt-4o-2024-08-06,zeroshot,1.35,0.9222038197309935
directed,random,label,random_color,pixtral-12b,cot,2.3,0.8523038103201145
directed,random,label,random_color,pixtral-12b,zeroshot,2.05,0.8719096905509949
directed,random,label,random_color,llama-3.2-90b-vision-instruct,cot,2.25,0.8246157877951354
directed,random,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.0833333333333335,0.7947246242083198
directed,random,label,constant_color,claude-3.5-sonnet,cot,1.35,0.9369112746022763
directed,random,label,constant_color,claude-3.5-sonnet,zeroshot,1.1,0.9439372832411882
directed,random,label,constant_color,qwen-2-vl-72b-instruct,cot,2.1,0.9047210492456674
directed,random,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.6,0.9283389926428975
directed,random,label,constant_color,gemini-pro-1.5,cot,1.4,0.9322319446258327
directed,random,label,constant_color,gemini-pro-1.5,zeroshot,1.35,0.9342299953080939
directed,random,label,constant_color,gpt-4o-2024-08-06,cot,2.2,0.8949304436995439
directed,random,label,constant_color,gpt-4o-2024-08-06,zeroshot,1.9,0.9028947126570216
directed,random,label,constant_color,pixtral-12b,cot,2.55,0.8742447482090945
directed,random,label,constant_color,pixtral-12b,zeroshot,1.15,0.9353967079264194
directed,random,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.2857142857142856,0.8500595989560334
directed,random,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.8,0.7500854700854701
directed,spectral,unlabel,random_color,claude-3.5-sonnet,cot,4.15,0.7142251461988304
directed,spectral,unlabel,random_color,claude-3.5-sonnet,zeroshot,3.75,0.7421883635370476
directed,spectral,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.75,0.7963990505108927
directed,spectral,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,3.2,0.777150849881113
directed,spectral,unlabel,random_color,gemini-pro-1.5,cot,3.9,0.718989219844483
directed,spectral,unlabel,random_color,gemini-pro-1.5,zeroshot,3.95,0.7163576408971147
directed,spectral,unlabel,random_color,gpt-4o-2024-08-06,cot,3.2,0.773009245871088
directed,spectral,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,2.4,0.8235566078658184
directed,spectral,unlabel,random_color,pixtral-12b,cot,4.0,0.7079298004626953
directed,spectral,unlabel,random_color,pixtral-12b,zeroshot,3.95,0.7248964960478119
directed,spectral,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,5.0,0.6093406593406593
directed,spectral,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.75,0.7281063235010604
directed,spectral,unlabel,constant_color,claude-3.5-sonnet,cot,4.35,0.7468306977194447
directed,spectral,unlabel,constant_color,claude-3.5-sonnet,zeroshot,4.5,0.7418734327621797
directed,spectral,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,3.8,0.7728660604811501
directed,spectral,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,4.4,0.731219062977375
directed,spectral,unlabel,constant_color,gemini-pro-1.5,cot,4.05,0.7572737932712357
directed,spectral,unlabel,constant_color,gemini-pro-1.5,zeroshot,3.95,0.7607231217205641
directed,spectral,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.75,0.8452615166873478
directed,spectral,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.85,0.8322600999455221
directed,spectral,unlabel,constant_color,pixtral-12b,cot,4.7,0.7143376110959232
directed,spectral,unlabel,constant_color,pixtral-12b,zeroshot,4.4,0.7330048752043636
directed,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,2.8,0.8307293686705449
directed,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,3.1875,0.817990710270122
directed,spectral,label,random_color,claude-3.5-sonnet,cot,3.35,0.80193776106934
directed,spectral,label,random_color,claude-3.5-sonnet,zeroshot,3.3,0.7985693400167084
directed,spectral,label,random_color,qwen-2-vl-72b-instruct,cot,2.95,0.8242598162071847
directed,spectral,label,random_color,qwen-2-vl-72b-instruct,zeroshot,2.6,0.8488696741854638
directed,spectral,label,random_color,gemini-pro-1.5,cot,2.5,0.846614684860299
directed,spectral,label,random_color,gemini-pro-1.5,zeroshot,2.5,0.8511637426900585
directed,spectral,label,random_color,gpt-4o-2024-08-06,cot,2.0,0.8780655806182123
directed,spectral,label,random_color,gpt-4o-2024-08-06,zeroshot,1.75,0.8916370091896407
directed,spectral,label,random_color,pixtral-12b,cot,4.1,0.7367485380116958
directed,spectral,label,random_color,pixtral-12b,zeroshot,3.05,0.7967898913951545
directed,spectral,label,random_color,llama-3.2-90b-vision-instruct,cot,5.357142857142857,0.6716129609738631
directed,spectral,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.7,0.7009857978279032
directed,spectral,label,constant_color,claude-3.5-sonnet,cot,2.7,0.8553942923990207
directed,spectral,label,constant_color,claude-3.5-sonnet,zeroshot,2.65,0.8577808582867306
directed,spectral,label,constant_color,qwen-2-vl-72b-instruct,cot,3.3,0.807224866786046
directed,spectral,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.95,0.8312399256734799
directed,spectral,label,constant_color,gemini-pro-1.5,cot,2.0,0.8936859619549921
directed,spectral,label,constant_color,gemini-pro-1.5,zeroshot,2.15,0.8835250132228192
directed,spectral,label,constant_color,gpt-4o-2024-08-06,cot,2.15,0.8864799946224936
directed,spectral,label,constant_color,gpt-4o-2024-08-06,zeroshot,2.3,0.8775954252445031
directed,spectral,label,constant_color,pixtral-12b,cot,3.05,0.8262017027183941
directed,spectral,label,constant_color,pixtral-12b,zeroshot,2.4,0.8623275841263626
directed,spectral,label,constant_color,llama-3.2-90b-vision-instruct,cot,2.3333333333333335,0.8761140819964349
directed,spectral,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,3.5,0.8052115583075334
directed,circular,unlabel,random_color,claude-3.5-sonnet,cot,1.6,0.9105246191361921
directed,circular,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.45,0.9150162669811008
directed,circular,unlabel,random_color,qwen-2-vl-72b-instruct,cot,3.35,0.8127975692253188
directed,circular,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,3.95,0.7919207991496995
directed,circular,unlabel,random_color,gemini-pro-1.5,cot,1.15,0.9308127816343928
directed,circular,unlabel,random_color,gemini-pro-1.5,zeroshot,0.85,0.9499794483010596
directed,circular,unlabel,random_color,gpt-4o-2024-08-06,cot,2.5,0.8692218656237198
directed,circular,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,4.2,0.7659978493373634
directed,circular,unlabel,random_color,pixtral-12b,cot,4.2,0.7645766529932132
directed,circular,unlabel,random_color,pixtral-12b,zeroshot,2.6,0.8554123542697714
directed,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,2.0,0.8774338655093131
directed,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,2.6666666666666665,0.8580608976133273
directed,circular,unlabel,constant_color,claude-3.5-sonnet,cot,0.9,0.9366160542991206
directed,circular,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.25,0.9163856722912451
directed,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,2.75,0.8307835328847577
directed,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.1,0.8698262988712578
directed,circular,unlabel,constant_color,gemini-pro-1.5,cot,0.55,0.9681047023899361
directed,circular,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.75,0.9531047023899359
directed,circular,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.6,0.825520775607934
directed,circular,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.75,0.8147933442845275
directed,circular,unlabel,constant_color,pixtral-12b,cot,1.7222222222222223,0.8907304255713642
directed,circular,unlabel,constant_color,pixtral-12b,zeroshot,2.25,0.858513241368942
directed,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,1.1666666666666667,0.9320184519269188
directed,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.5,0.8508454106280193
directed,circular,label,random_color,claude-3.5-sonnet,cot,1.15,0.9308668496106576
directed,circular,label,random_color,claude-3.5-sonnet,zeroshot,0.85,0.9492037480063795
directed,circular,label,random_color,qwen-2-vl-72b-instruct,cot,1.45,0.9187721643681398
directed,circular,label,random_color,qwen-2-vl-72b-instruct,zeroshot,4.2,0.7729484473215125
directed,circular,label,random_color,gemini-pro-1.5,cot,1.05,0.9465733769584389
directed,circular,label,random_color,gemini-pro-1.5,zeroshot,1.2,0.9388102190637021
directed,circular,label,random_color,gpt-4o-2024-08-06,cot,2.35,0.8894152828595553
directed,circular,label,random_color,gpt-4o-2024-08-06,zeroshot,2.0,0.9061974036025895
directed,circular,label,random_color,pixtral-12b,cot,3.1,0.8167318815085842
directed,circular,label,random_color,pixtral-12b,zeroshot,2.6,0.8236947884416924
directed,circular,label,random_color,llama-3.2-90b-vision-instruct,cot,4.0,0.7568657941645557
directed,circular,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,2.0,0.8819377990430622
directed,circular,label,constant_color,claude-3.5-sonnet,cot,1.75,0.9004378688234187
directed,circular,label,constant_color,claude-3.5-sonnet,zeroshot,2.25,0.8770817141085683
directed,circular,label,constant_color,qwen-2-vl-72b-instruct,cot,1.4,0.9202556991175918
directed,circular,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,4.6,0.7562442842749748
directed,circular,label,constant_color,gemini-pro-1.5,cot,1.8,0.8982882718304713
directed,circular,label,constant_color,gemini-pro-1.5,zeroshot,1.4,0.9193391902215431
directed,circular,label,constant_color,gpt-4o-2024-08-06,cot,1.8,0.9011511442521674
directed,circular,label,constant_color,gpt-4o-2024-08-06,zeroshot,2.95,0.8378988551942517
directed,circular,label,constant_color,pixtral-12b,cot,3.111111111111111,0.8343173698992113
directed,circular,label,constant_color,pixtral-12b,zeroshot,4.45,0.7559021019474984
directed,circular,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.25,0.8335468426501035
directed,circular,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.0,0.8766695487483531
directed,kamada,unlabel,random_color,claude-3.5-sonnet,cot,2.4,0.858288770053476
directed,kamada,unlabel,random_color,claude-3.5-sonnet,zeroshot,2.15,0.8709347147950088
directed,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.05,0.8722274212715388
directed,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,2.15,0.8696516636957814
directed,kamada,unlabel,random_color,gemini-pro-1.5,cot,1.2,0.9310004456327986
directed,kamada,unlabel,random_color,gemini-pro-1.5,zeroshot,1.2,0.9279953951277482
directed,kamada,unlabel,random_color,gpt-4o-2024-08-06,cot,1.65,0.9042160576351753
directed,kamada,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,1.05,0.9383559863339276
directed,kamada,unlabel,random_color,pixtral-12b,cot,1.9,0.8801433452168747
directed,kamada,unlabel,random_color,pixtral-12b,zeroshot,2.4,0.8448165478312537
directed,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,6.125,0.6239221256684493
directed,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,2.8,0.8216094771241831
directed,kamada,unlabel,constant_color,claude-3.5-sonnet,cot,2.3,0.8597540139244103
directed,kamada,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.75,0.8958242753623189
directed,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,3.2,0.7904953466894005
directed,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.5,0.8487102159704462
directed,kamada,unlabel,constant_color,gemini-pro-1.5,cot,1.3,0.9246145922136971
directed,kamada,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.35,0.9212322392725207
directed,kamada,unlabel,constant_color,gpt-4o-2024-08-06,cot,1.35,0.9173779838022165
directed,kamada,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,1.1,0.9333965615231602
directed,kamada,unlabel,constant_color,pixtral-12b,cot,2.75,0.8149159917590223
directed,kamada,unlabel,constant_color,pixtral-12b,zeroshot,2.0,0.8645382210855358
directed,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,2.5833333333333335,0.8306372549019608
directed,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.2142857142857144,0.8718464559736939
directed,kamada,label,random_color,claude-3.5-sonnet,cot,2.1,0.8867398661265428
directed,kamada,label,random_color,claude-3.5-sonnet,zeroshot,2.0,0.8893322685641467
directed,kamada,label,random_color,qwen-2-vl-72b-instruct,cot,1.8,0.9078268912682279
directed,kamada,label,random_color,qwen-2-vl-72b-instruct,zeroshot,1.4,0.9225414344027559
directed,kamada,label,random_color,gemini-pro-1.5,cot,1.25,0.9370587021248922
directed,kamada,label,random_color,gemini-pro-1.5,zeroshot,1.0,0.9481018341112287
directed,kamada,label,random_color,gpt-4o-2024-08-06,cot,1.0,0.9490075393806577
directed,kamada,label,random_color,gpt-4o-2024-08-06,zeroshot,1.15,0.9351565510394378
directed,kamada,label,random_color,pixtral-12b,cot,3.05,0.8136131686185065
directed,kamada,label,random_color,pixtral-12b,zeroshot,2.1,0.8560772646093453
directed,kamada,label,random_color,llama-3.2-90b-vision-instruct,cot,3.0833333333333335,0.7945491556946666
directed,kamada,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.888888888888889,0.7820919767594262
directed,kamada,label,constant_color,claude-3.5-sonnet,cot,1.75,0.900366889890968
directed,kamada,label,constant_color,claude-3.5-sonnet,zeroshot,1.6,0.9086267979731939
directed,kamada,label,constant_color,qwen-2-vl-72b-instruct,cot,1.45,0.9226359390056558
directed,kamada,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.5,0.9135670551592108
directed,kamada,label,constant_color,gemini-pro-1.5,cot,0.9,0.949533261435772
directed,kamada,label,constant_color,gemini-pro-1.5,zeroshot,0.9,0.9496648403831405
directed,kamada,label,constant_color,gpt-4o-2024-08-06,cot,0.75,0.9615140592850413
directed,kamada,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.85,0.9568124194757994
directed,kamada,label,constant_color,pixtral-12b,cot,2.75,0.8532702333412387
directed,kamada,label,constant_color,pixtral-12b,zeroshot,1.05,0.9439817174009193
directed,kamada,label,constant_color,llama-3.2-90b-vision-instruct,cot,2.875,0.8253943282118339
directed,kamada,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.375,0.9040178571428572
directed,spring,unlabel,random_color,claude-3.5-sonnet,cot,2.35,0.8660071180969015
directed,spring,unlabel,random_color,claude-3.5-sonnet,zeroshot,2.1,0.879204142520706
directed,spring,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.75,0.8488519091847266
directed,spring,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,1.75,0.8947957752601715
directed,spring,unlabel,random_color,gemini-pro-1.5,cot,1.45,0.9220564750866609
directed,spring,unlabel,random_color,gemini-pro-1.5,zeroshot,1.35,0.9263865404461381
directed,spring,unlabel,random_color,gpt-4o-2024-08-06,cot,1.25,0.9314588365710657
directed,spring,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,1.35,0.9249984453970521
directed,spring,unlabel,random_color,pixtral-12b,cot,3.3,0.8028696174826205
directed,spring,unlabel,random_color,pixtral-12b,zeroshot,1.8,0.8871097521329719
directed,spring,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,5.0,0.649898123891932
directed,spring,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.416666666666667,0.6979700854700854
directed,spring,unlabel,constant_color,claude-3.5-sonnet,cot,2.45,0.8430748667397274
directed,spring,unlabel,constant_color,claude-3.5-sonnet,zeroshot,2.25,0.8493814950529348
directed,spring,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,2.15,0.8424051045703523
directed,spring,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.15,0.848110324702817
directed,spring,unlabel,constant_color,gemini-pro-1.5,cot,1.8,0.8811614338104276
directed,spring,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.8,0.8833836560326498
directed,spring,unlabel,constant_color,gpt-4o-2024-08-06,cot,1.25,0.9080482398148808
directed,spring,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,1.5,0.8978278972919067
directed,spring,unlabel,constant_color,pixtral-12b,cot,1.75,0.8779939833558255
directed,spring,unlabel,constant_color,pixtral-12b,zeroshot,2.4,0.8329976705441103
directed,spring,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,1.5,0.9024089812692754
directed,spring,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.6666666666666667,0.8517482517482518
directed,spring,label,random_color,claude-3.5-sonnet,cot,2.0,0.8847636212555784
directed,spring,label,random_color,claude-3.5-sonnet,zeroshot,1.85,0.8916524465797586
directed,spring,label,random_color,qwen-2-vl-72b-instruct,cot,1.7,0.9127526265743052
directed,spring,label,random_color,qwen-2-vl-72b-instruct,zeroshot,1.25,0.936621062788784
directed,spring,label,random_color,gemini-pro-1.5,cot,0.75,0.960398315284572
directed,spring,label,random_color,gemini-pro-1.5,zeroshot,0.95,0.9474636849106833
directed,spring,label,random_color,gpt-4o-2024-08-06,cot,1.45,0.9288767179112447
directed,spring,label,random_color,gpt-4o-2024-08-06,zeroshot,1.3,0.9362246914255934
directed,spring,label,random_color,pixtral-12b,cot,2.7,0.8463751333133148
directed,spring,label,random_color,pixtral-12b,zeroshot,1.6,0.8984429177409391
directed,spring,label,random_color,llama-3.2-90b-vision-instruct,cot,2.9166666666666665,0.8419886566373306
directed,spring,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.375,0.8124885531135532
directed,spring,label,constant_color,claude-3.5-sonnet,cot,1.55,0.9111598344465992
directed,spring,label,constant_color,claude-3.5-sonnet,zeroshot,1.5,0.9128820566688214
directed,spring,label,constant_color,qwen-2-vl-72b-instruct,cot,2.8,0.8268144437262084
directed,spring,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.0,0.8839768099547513
directed,spring,label,constant_color,gemini-pro-1.5,cot,1.35,0.9210432557638442
directed,spring,label,constant_color,gemini-pro-1.5,zeroshot,1.2,0.9312386159592043
directed,spring,label,constant_color,gpt-4o-2024-08-06,cot,1.1,0.9383776036055448
directed,spring,label,constant_color,gpt-4o-2024-08-06,zeroshot,1.25,0.9324566005889535
directed,spring,label,constant_color,pixtral-12b,cot,2.1,0.8869889301874597
directed,spring,label,constant_color,pixtral-12b,zeroshot,1.75,0.8936074301515478
directed,spring,label,constant_color,llama-3.2-90b-vision-instruct,cot,4.2,0.7701633986928105
directed,spring,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.1666666666666667,0.9171957671957672
directed,shell,unlabel,random_color,claude-3.5-sonnet,cot,1.35,0.9274697622844246
directed,shell,unlabel,random_color,claude-3.5-sonnet,zeroshot,2.05,0.8926128198595051
directed,shell,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.75,0.8206961765519447
directed,shell,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,3.55,0.8097728169775215
directed,shell,unlabel,random_color,gemini-pro-1.5,cot,0.9,0.9416885286943504
directed,shell,unlabel,random_color,gemini-pro-1.5,zeroshot,0.85,0.9495146156508723
directed,shell,unlabel,random_color,gpt-4o-2024-08-06,cot,3.0,0.8353532537817099
directed,shell,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,3.05,0.8249250816767475
directed,shell,unlabel,random_color,pixtral-12b,cot,6.25,0.6510214838443739
directed,shell,unlabel,random_color,pixtral-12b,zeroshot,2.25,0.8582788258764162
directed,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,1.75,0.9011904761904761
directed,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,1.375,0.9189897698209719
directed,shell,unlabel,constant_color,claude-3.5-sonnet,cot,1.3,0.9162086057535141
directed,shell,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.45,0.9106696133449566
directed,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,5.55,0.6667603111038465
directed,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,3.4,0.7988387454142604
directed,shell,unlabel,constant_color,gemini-pro-1.5,cot,1.1,0.9374062057317207
directed,shell,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.25,0.9317871581126731
directed,shell,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.65,0.8224025734626421
directed,shell,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.95,0.8050721822672624
